pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
8397	GO_LATERAL_ELEMENT	0.954747737229943	0.993069098499359	0.312084692525898	0.538517660625159	304216	6	REC8
8398	GO_NEGATIVE_REGULATION_OF_ATP_METABOLIC_PROCESS	0.95475472930361	0.993069098499359	0.265758548907447	0.592450413789591	383017	23	c("SLC25A12", "PPARA", "STAT3", "DDIT4", "NUPR1", "TSPO")
8399	GO_CARBON_NITROGEN_LIGASE_ACTIVITY_WITH_GLUTAMINE_AS_AMIDO_N_DONOR	0.954760457680417	0.993069098499359	-0.249604147786274	-0.573560676675441	144523	10	c("PFAS", "CAD", "CPS1")
8400	GO_PRERIBOSOME_LARGE_SUBUNIT_PRECURSOR	0.955160820018447	0.9930877751758	0.276761654965126	0.565673629122751	353121	14	c("NSA2", "RPF1", "WDR37", "MAK16")
8401	GO_O_ACYLTRANSFERASE_ACTIVITY	0.955256450988259	0.9930877751758	0.258118388801446	0.617297673316015	411918	37	c("MBOAT2", "AGPAT5", "SOAT1", "ABHD5", "CROT", "LPCAT2", "GNPAT", "CASD1")
8402	GO_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	0.955361625663927	0.9930877751758	-0.2491726241972	-0.572569086736148	144614	10	SPAG5
8403	GO_NEUTROPHIL_MEDIATED_KILLING_OF_SYMBIONT_CELL	0.955374693701699	0.9930877751758	0.337321545548519	0.535591804496345	283837	4	c("F2RL1", "ARG1")
8404	GO_RIBOSOME_DISASSEMBLY	0.955490659170527	0.9930877751758	-0.259543940558545	-0.557178320861917	157375	8	c("MRRF", "MCTS1", "GFM2", "MTIF2", "EIF2D", "DENR", "PELO", "MTIF3")
8405	GO_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	0.955511486429113	0.9930877751758	0.278556302013575	0.5614648466154	348840	13	c("NCKAP1", "GMFB", "BRK1", "AP1AR", "FCHSD2", "ABI2", "WASF1")
8406	GO_T_CELL_HOMEOSTASIS	0.955574157294846	0.9930877751758	0.266774328107366	0.586050888695696	377855	21	c("TSC22D3", "RPS6", "CASP3", "RC3H2", "ZC3H8", "RC3H1", "STAT5B", "PPP2R3C", "PPP3CB")
8407	GO_RIBBON_SYNAPSE	0.956006066113626	0.993418460041469	0.291547544727019	0.546521002582727	327172	9	c("CACNB2", "CTBP2")
8408	GO_MITOCHONDRIAL_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_CATALYTIC_CORE_F_1	0.956339947361544	0.993647214575458	0.413209229516431	0.579353423513829	256169	2	c("ATP5F1C", "ATP5F1D")
8409	GO_REGULATION_OF_SOMITOGENESIS	0.956567619525242	0.993690476493768	-0.285006830601093	-0.531261147560512	183109	5	c("NKD1", "DLL1", "NOTCH1", "NRARP", "LFNG")
8410	GO_PROTEIN_METHYLTRANSFERASE_ACTIVITY	0.956609078218016	0.993690476493768	0.2535168618678	0.646184668012907	443350	65	c("MECOM", "PCMTD1", "PCMTD2", "SETD7", "ASH1L", "KMT5B", "NSD3", "SMYD2", "PRDM2", "KMT2C", "PRMT1", "EED", "EEF1AKMT2", "ASH2L")
8411	GO_POSITIVE_REGULATION_OF_LIGASE_ACTIVITY	0.956767456221605	0.993736832428004	-0.273348121164569	-0.538206175319378	173526	6	c("MID1IP1", "XRCC1")
8412	GO_UBIQUITIN_DEPENDENT_ERAD_PATHWAY	0.957271300128443	0.994115895757135	-0.208611397962626	-0.767484289970156	33537	67	c("SYVN1", "BAG6", "RNF5", "ERLIN1", "FOXRED2", "DERL3", "AMFR", "SGTA", "TMUB1", "USP19", "RNF121", "FBXO17", "FBXO44", "UBQLN1", "RNF103", "DNAJB12", "RNF185", "STUB1", "BCAP31")
8413	GO_MOTOR_ACTIVITY	0.957421804375339	0.994115895757135	-0.205736086019014	-0.793658942314241	21181	89	c("KIFC3", "KIF22", "DNAH5", "WDR34", "KIF1A", "KIF5A", "MYO5B", "KLC4", "KIF18B", "KIF5C", "KLC2", "DYNC1LI1", "KIFC1", "MYH9")
8414	GO_PRESPLICEOSOME	0.957582270975393	0.994115895757135	-0.238337863828611	-0.590806652422962	129196	13	c("LSM7", "SF3A1", "LUC7L", "SNRPB", "LUC7L2", "SNRNP70", "PRPF40B")
8415	GO_RESPIRASOME	0.957587598763312	0.994115895757135	0.252842808305893	0.647093571048855	446005	68	c("NDUFA4L2", "COX7A1", "NDUFB3", "UQCRB", "NDUFS4", "OXA1L", "WDR93")
8416	GO_PYRIMIDINE_RIBONUCLEOSIDE_METABOLIC_PROCESS	0.957737796723504	0.994153682530481	-0.28406762295082	-0.529510436768671	183333	5	c("UPP1", "CDA", "APOBEC1", "CDADC1", "APOBEC3B")
8417	GO_NEGATIVE_REGULATION_OF_CHROMATIN_ORGANIZATION	0.957997985603534	0.994252276925132	0.256060715524648	0.614488996160893	414701	38	c("UBR5", "TWIST1", "KDM5A", "KDM3A", "TRIP12", "JARID2", "TAF7", "MTF2", "SET", "ATG5", "ASF1A", "KDM4C")
8418	GO_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	0.95811874204938	0.994252276925132	0.252480866073881	0.650330087233596	449647	73	c("ICAM2", "CARD11", "LYN", "TAB2", "SKP1", "PSMD10", "PSME4", "PRKACB", "PSMD1", "PSMC1", "PSMC2", "PSMA3", "EP300", "PSMD6", "CARD9", "PSME1", "CUL1", "PSMC6", "PSMB1", "PSMA1", "NFKB1", "PSMA4", "PSMB4", "PSMB10")
8419	GO_REGULATION_OF_LIGASE_ACTIVITY	0.958174212389273	0.994252276925132	-0.257496455159087	-0.552782862912084	157817	8	c("MID1IP1", "XRCC1", "TFIP11")
8420	GO_TRNA_BINDING	0.958343231044982	0.994309556580637	-0.210286992203115	-0.743209490418004	44377	54	c("TRMU", "XPO5", "AARS2", "AARS1", "DARS2", "ALKBH1", "IGHMBP2", "MARS1", "SARS2", "CTU2", "EEFSEC", "YRDC", "TRMT1", "ELP3", "EARS2")
8421	GO_TRANSCRIPTION_FACTOR_TFTC_COMPLEX	0.958499847979774	0.99432379649893	0.275730063531209	0.555768211699839	349931	13	c("TAF12", "TAF7", "TAF5", "SUPT3H", "KAT2A")
8422	GO_PROTEASOME_ACCESSORY_COMPLEX	0.958846309756601	0.99432379649893	0.264880339094338	0.577163710087255	376094	20	c("PSMD10", "PSMD1", "PSMC1", "PSMC2", "PSMD6", "PSME1", "PSMC6")
8423	GO_POSITIVE_REGULATION_OF_GONADOTROPIN_SECRETION	0.958927859640481	0.99432379649893	0.318312055995923	0.529098971257816	295904	5	c("FOXL2", "SMAD4")
8424	GO_NEGATIVE_REGULATION_OF_PROTEIN_SUMOYLATION	0.959015632434691	0.99432379649893	-0.263483596306815	-0.543681462054658	165270	7	c("HMG20B", "RELA")
8425	GO_HISTONE_H2A_ACETYLATION	0.959154139615114	0.99432379649893	0.269543020899814	0.564623729189622	362542	16	c("MORF4L2", "MORF4L1", "MSL3")
8426	GO_DNA_BINDING_BENDING	0.959361102875778	0.99432379649893	-0.236996426279886	-0.587481413978403	129436	13	c("FOXD1", "SAP30L", "LEF1", "CEBPG", "TREX1", "TFAM")
8427	GO_LYSINE_ACETYLATED_HISTONE_BINDING	0.959670545812162	0.99432379649893	-0.231102667451341	-0.607788704992044	117098	16	c("BRD3", "SMARCA4", "BRD9", "BAZ2A", "BRD2", "CARM1")
8428	GO_NUCLEAR_PORE_NUCLEAR_BASKET	0.959690009863323	0.99432379649893	0.27988608235333	0.546122019859824	340545	11	c("CETN2", "TPR", "CETN3", "ENY2", "MAD2L1", "NUP98")
8429	GO_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION	0.959734558944064	0.99432379649893	-0.256282408267142	-0.550176596677373	158074	8	c("MAVS", "TUSC2")
8430	GO_SIGNAL_RECOGNITION_PARTICLE	0.959735165434563	0.99432379649893	-0.262882592704949	-0.542441329759733	165394	7	c("DERL3", "SRP19")
8431	GO_COPII_VESICLE_COAT	0.959831972735198	0.99432379649893	-0.232638726394693	-0.60092150163262	121101	15	SEC24C
8432	GO_GLYCOSYLCERAMIDE_METABOLIC_PROCESS	0.959883580967219	0.99432379649893	0.272332212378471	0.556620283697065	354867	14	c("GALC", "PSAP", "GLA", "ST6GALNAC6", "UGCG", "PRKAA1")
8433	GO_TUMOR_NECROSIS_FACTOR_RECEPTOR_SUPERFAMILY_BINDING	0.959944939560362	0.99432379649893	0.255356928449045	0.603677841908593	408661	34	c("BEX3", "CASP3", "TNFSF10", "TNFSF13B", "TRAF5", "TRADD", "STAT1", "RIPK1")
8434	GO_MRNA_METHYLATION	0.959994363815697	0.99432379649893	0.279547443335362	0.545461257370525	340653	11	c("VIRMA", "WTAP", "TRMT10C", "CMTR1", "METTL14")
8435	GO_COLLATERAL_SPROUTING	0.960078194743351	0.99432379649893	0.26305046236017	0.577870285839302	379636	21	c("ZEB2", "CRABP2", "BDNF", "PTPRS", "LRP1", "ULK2", "NGF")
8436	GO_NEGATIVE_REGULATION_OF_TORC1_SIGNALING	0.960319073808556	0.99432379649893	0.27032336644664	0.559534488212651	358997	15	c("SESN3", "ATM", "SESN1", "STK11")
8437	GO_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	0.960369841063618	0.99432379649893	0.25094359003578	0.637674283551021	443517	63	c("ZFP36", "FMR1", "NBAS", "NPM1", "AXIN2", "PABPC1", "YBX3", "SYNCRIP", "CELF4", "RBMX", "TENT5C", "ZC3H14", "IGF2BP1", "CTR9", "RNF20")
8438	GO_CONDENSED_NUCLEAR_CHROMOSOME_CENTROMERIC_REGION	0.960834903387493	0.99432379649893	0.263097822469854	0.573279677350825	376874	20	c("REC8", "ATRX", "KMT5B", "MIS12")
8439	GO_VACUOLAR_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX	0.960979066754306	0.99432379649893	0.271180303366241	0.554265894858591	355272	14	c("ATP6AP2", "ATP6V1G1", "ATP6V1G2", "ATP6V1H", "ATP6V1C1")
8440	GO_XENOBIOTIC_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.961181934492655	0.99432379649893	0.270961724032182	0.553819140176611	355347	14	c("ABCC1", "ABCC4", "SLC2A1", "RALBP1", "SLC6A6")
8441	GO_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	0.961324375144324	0.99432379649893	0.250821777319171	0.628680435964069	437118	55	c("SLC25A12", "AK4", "IMPDH1", "ALDOA", "TGFB1", "RHOQ", "GIMAP7", "RAB23", "ATP5F1A", "STAT3", "GNAI3", "PKM", "ATP5PB", "NME3", "ATP5F1C", "NME5")
8442	GO_RESPONSE_TO_LIGHT_INTENSITY	0.961385405290049	0.99432379649893	0.304011478918481	0.524586928968935	306331	6	c("TENT2", "SLC24A1", "CAT")
8443	GO_VASOPRESSIN_RECEPTOR_ACTIVITY	0.961472110408281	0.99432379649893	0.354583612070371	0.531765300028297	272535	3	c("OXTR", "AVPR1A")
8444	GO_POSITIVE_REGULATION_OF_HISTONE_H3_K4_METHYLATION	0.961809215161336	0.99432379649893	0.277566201114818	0.541595398824728	341297	11	c("KMT2E", "RTF1", "WDR61", "CTR9", "SMAD4", "KMT2A", "CTNNB1")
8445	GO_GLYCOLIPID_CATABOLIC_PROCESS	0.961848668451458	0.99432379649893	0.277535504028847	0.541535501760704	341311	11	c("GALC", "PSAP", "GLA")
8446	GO_THO_COMPLEX	0.961854176726219	0.99432379649893	0.31468058268687	0.523062728659469	296807	5	c("THOC2", "THOC6", "THOC7")
8447	GO_PYRIMIDINE_NUCLEOTIDE_SUGAR_TRANSMEMBRANE_TRANSPORT	0.961913635412903	0.99432379649893	-0.24850794216398	-0.553055098832636	151763	9	c("SLC35B1", "SLC35C2", "SLC35A4", "SLC35D2", "SLC35B4", "SLC35D1")
8448	GO_MITOGEN_ACTIVATED_PROTEIN_KINASE_P38_BINDING	0.961996765820098	0.99432379649893	0.314494423769326	0.522753294913847	296851	5	c("NFATC1", "PRMT1")
8449	GO_ESCRT_COMPLEX	0.962181646576869	0.99432379649893	0.260371324065242	0.576371949227247	383311	22	c("STAM2", "CHMP2B", "CHMP3", "TSG101", "VPS37D", "CHMP4B", "CHMP2A")
8450	GO_90S_PRERIBOSOME	0.962284046609718	0.99432379649893	-0.219254636878031	-0.650120174380479	90344	25	c("NOL6", "RRP7A", "IMP4", "NOC4L", "NOP14")
8451	GO_PML_BODY	0.96247667443307	0.99432379649893	0.250116037033109	0.650410157177647	456468	82	c("PTEN", "HIPK3", "NFE2", "EIF3E", "ATRX", "KLHL20", "ZBTB16", "SATB1", "RB1", "PIAS1", "PARK7", "SMC5", "NBN", "PML", "TCF7L2", "SP3", "MKNK2", "RPAIN", "WDFY3", "TP53INP1", "RGS14", "NSMCE2", "NR2C1", "SMC6", "HIPK1")
8452	GO_REGULATION_OF_MONOCYTE_DIFFERENTIATION	0.962678422392947	0.99432379649893	0.267921179816145	0.554562271846181	359879	15	c("ZFP36L1", "INPP5D")
8453	GO_MACROPHAGE_APOPTOTIC_PROCESS	0.962798983369503	0.99432379649893	-0.260368902239926	-0.53725449108616	165922	7	c("IRF3", "IRF7", "CDKN2A")
8454	GO_TETRAPYRROLE_METABOLIC_PROCESS	0.962854835012984	0.99432379649893	0.250498564977715	0.621428828860732	432705	50	c("BLVRA", "PRSS3", "ABCC1", "MTR", "BDH2", "HMOX2", "HMOX1", "ALAD")
8455	GO_REPLICATION_BORN_DOUBLE_STRAND_BREAK_REPAIR_VIA_SISTER_CHROMATID_EXCHANGE	0.962862545971247	0.99432379649893	-0.279542349726776	-0.521075193862527	184314	5	c("XRCC1", "RECQL5", "RAD51", "FANCB", "NIPBL")
8456	GO_ADIPONECTIN_ACTIVATED_SIGNALING_PATHWAY	0.962868129520554	0.99432379649893	0.295017086030419	0.525629413026602	315502	7	c("SLC27A1", "APPL1", "APPL2")
8457	GO_RNA_POLYADENYLATION	0.962997354169819	0.99432379649893	0.251640780767151	0.607949140069839	420018	40	c("CDC73", "AHCYL1", "PABPC1", "VIRMA", "TENT2", "PNPT1", "CPEB3", "CLP1", "ZC3H14", "LEO1", "GRSF1", "CTR9", "RNF20", "CPSF6", "PCF11", "PAPOLA")
8458	GO_PEPTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.963075270220745	0.99432379649893	0.259537043447323	0.574525140836659	383667	22	c("ABCC1", "SLC15A3", "GJA1", "TOMM7")
8459	GO_PROTEIN_BINDING_BRIDGING_INVOLVED_IN_SUBSTRATE_RECOGNITION_FOR_UBIQUITINATION	0.963293030309904	0.99432379649893	0.312926912568306	0.52014777448736	297251	5	c("SPSB2", "DET1", "SPSB1")
8460	GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION	0.963363099468862	0.99432379649893	-0.350719503477644	-0.513159595336027	223637	2	LEF1
8461	GO_NEGATIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	0.963376322751323	0.99432379649893	-0.239688573736332	-0.566075679853653	139835	11	c("NF2", "PPP2R1A", "SH2B3")
8462	GO_INTERFERON_RECEPTOR_ACTIVITY	0.963477747999702	0.99432379649893	0.312742541104142	0.51984131185052	297308	5	c("IFNGR1", "IFNAR2")
8463	GO_N_TERMINAL_PROTEIN_LIPIDATION	0.963607374448682	0.99432379649893	0.312585382513661	0.519580082509748	297348	5	c("PPM1A", "NMT2", "NMT1")
8464	GO_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION	0.963613753584801	0.99432379649893	0.270313098420372	0.544849645280441	351798	13	c("CLIP3", "CDH5", "MAPRE1")
8465	GO_RIBOSOME_BINDING	0.963620895703782	0.99432379649893	-0.209206272845901	-0.730953558799532	47572	51	c("CPEB2", "BAG6", "GCN1", "MTOR", "YTHDF1", "LETM1", "EIF6", "IGHMBP2", "GEMIN5", "NAA10")
8466	GO_INSULIN_RECEPTOR_SUBSTRATE_BINDING	0.963634799070648	0.99432379649893	0.279275291713511	0.534576156842558	335951	10	c("PIK3CA", "PIK3R1", "PTPN11", "IGF1R", "PRKCD", "PIK3CB")
8467	GO_POSITIVE_REGULATION_OF_TISSUE_REMODELING	0.963706454321937	0.99432379649893	-0.220312933008337	-0.638889243351146	95245	23	c("SPP1", "DEF8", "ADAM8", "TMEM64", "TF", "EGFR")
8468	GO_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.963849775259357	0.994354232010598	-0.21822779067849	-0.647075434073896	90491	25	c("CCNK", "CDK10", "CDKL2")
8469	GO_NEGATIVE_REGULATION_OF_VIRAL_RELEASE_FROM_HOST_CELL	0.964027878047426	0.994356014756322	0.272077122170734	0.540005678510738	347184	12	c("MID2", "CHMP3", "PML")
8470	GO_POSITIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	0.964084295602639	0.994356014756322	0.267970894346624	0.547706178167726	356420	14	c("PRDX6", "CELF4", "RBMX")
8471	GO_HOMOLOGOUS_CHROMOSOME_SEGREGATION	0.964300045019476	0.994356014756322	0.255630960609891	0.580876076913135	394120	26	c("REC8", "ATM", "TERF1", "SYCE1", "P3H4")
8472	GO_IRON_COORDINATION_ENTITY_TRANSPORT	0.964432206063735	0.994356014756322	0.27838422433772	0.53287051589482	336229	10	c("ABCB7", "ABCB6", "FLVCR1", "ASIC3", "SLC22A17")
8473	GO_NUCLEOTIDE_TRANSPORT	0.964526248533601	0.994356014756322	0.262523594843021	0.556087152819919	368340	17	c("EPG5", "SLC25A36", "GJA1", "SLC35B3", "SLC25A24")
8474	GO_NEGATIVE_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION	0.964534440137944	0.994356014756322	0.292856100099207	0.521779202918892	316048	7	c("PRKAR1A", "LIF", "TTK")
8475	GO_NEGATIVE_REGULATION_OF_GLYCOLYTIC_PROCESS	0.965027476398478	0.994671614123076	0.27395883120061	0.534556591723768	342439	11	c("PPARA", "STAT3", "DDIT4", "NUPR1")
8476	GO_H4_H2A_HISTONE_ACETYLTRANSFERASE_COMPLEX	0.965068292274175	0.994671614123076	0.261985837680146	0.554948055780696	368547	17	c("MORF4L2", "MORF4L1", "MSL3")
8477	GO_IRON_SULFUR_CLUSTER_ASSEMBLY	0.965458116327255	0.994812864098743	0.259731019165766	0.560881442302251	375568	19	c("NUBPL", "ISCA1", "NFU1")
8478	GO_BETA_TUBULIN_BINDING	0.965546194902212	0.994812864098743	0.250870860263404	0.595434148938356	412826	35	c("RGS2", "TAOK1", "PIFO", "APPL1", "SPAST", "BCAS3", "IFT74", "BBS4", "TTLL7")
8479	GO_REGULATORY_RNA_BINDING	0.965606002651059	0.994812864098743	0.252834405470903	0.584095003754263	401385	29	c("FMR1", "MBD2", "FAM172A", "PNPT1", "RC3H1", "MATR3")
8480	GO_NEGATIVE_REGULATION_OF_SYNAPTIC_PLASTICITY	0.965775372270243	0.994812864098743	0.32386723178704	0.514229338087469	286927	4	c("CDK5", "RGS14", "RIN1")
8481	GO_PEPTIDYL_ARGININE_N_METHYLATION	0.965951659613738	0.994812864098743	-0.25140688658587	-0.539710026054106	159098	8	c("PRMT7", "CARM1")
8482	GO_PROTEIN_ARGININE_N_METHYLTRANSFERASE_ACTIVITY	0.965951659613738	0.994812864098743	-0.25140688658587	-0.539710026054106	159098	8	c("PRMT7", "CARM1")
8483	GO_VITAMIN_D3_METABOLIC_PROCESS	0.966138088993147	0.994812864098743	-0.311325792635929	-0.501972822394408	209222	3	c("CYP2R1", "CYP27A1")
8484	GO_ACETYLCHOLINE_GATED_CATION_SELECTIVE_CHANNEL_ACTIVITY	0.966216106734418	0.994812864098743	0.309096824329479	0.513781393733576	298153	5	c("CHRNA5", "CHRNA4")
8485	GO_OLIGOSACCHARIDE_CATABOLIC_PROCESS	0.96623021427173	0.994812864098743	0.280257401937878	0.525357044017406	330671	9	c("CTBS", "MANBA", "MAN2B1", "GM2A")
8486	GO_REGULATION_OF_SYNAPTIC_VESICLE_ENDOCYTOSIS	0.966361895182863	0.994831194475311	0.263987199512309	0.546419440226111	361256	15	c("DNM1L", "NLGN1", "VAMP4", "DGKQ", "PPP3CB", "SH3GL1")
8487	GO_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	0.96672164155697	0.994854249923036	-0.21824345817678	-0.632887937884352	95543	23	c("MCUR1", "LETM1", "MICU1", "AFG3L2", "PMPCA", "MICU3", "PHB2", "STOML2")
8488	GO_STEREOCILIA_COUPLING_LINK	0.966788512803942	0.994854249923036	0.322504296566637	0.512065299223838	287228	4	c("VEZT", "MYO7A")
8489	GO_CAMP_BIOSYNTHETIC_PROCESS	0.966934421103998	0.994854249923036	0.279292725237111	0.523548707479484	330912	9	c("ADCY3", "ADCY6", "ADCY4", "ADCY7")
8490	GO_ADENYLATE_CYCLASE_ACTIVITY	0.966934421103998	0.994854249923036	0.279292725237111	0.523548707479484	330912	9	c("ADCY3", "ADCY6", "ADCY4", "ADCY7")
8491	GO_COPII_COATED_VESICLE_BUDDING	0.967179853622623	0.994854249923036	0.246140299348695	0.625468612359591	446662	63	c("CTSC", "LMAN1", "VAPA", "TRAPPC4", "SEC31A", "SAR1A", "USO1", "CD59", "TRAPPC2", "F8", "PPP6C", "TRAPPC6A", "SCFD1", "CUL3")
8492	GO_MATURATION_OF_SSU_RRNA	0.967202252774557	0.994854249923036	-0.21200467767334	-0.682052360821139	70067	35	c("RCL1", "ERCC2", "BYSL", "ABT1", "NAT10", "RRS1", "NOP14")
8493	GO_AP_TYPE_MEMBRANE_COAT_ADAPTOR_COMPLEX	0.967294128747671	0.994854249923036	0.249645919128056	0.587799875435822	410064	33	c("AP5M1", "AP4M1", "AP3B1", "AP1G2", "EPS15", "PICALM", "AP3B2", "AP4E1", "VPS41", "AP4S1", "AP3S1", "AP2A1", "AP3M2")
8494	GO_MOTOR_NEURON_MIGRATION	0.967623259821741	0.994854249923036	0.321266640939289	0.510100176569965	287476	4	c("DAB1", "VEGFA", "NRP1")
8495	GO_POSITIVE_REGULATION_OF_CARDIAC_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	0.967709558332579	0.994854249923036	-0.3449423815621	-0.504706727688259	224646	2	c("GPER1", "MYOCD")
8496	GO_PROTEIN_MATURATION_BY_PROTEIN_FOLDING	0.967864727796024	0.994854249923036	-0.255849701110162	-0.527929410086855	166795	7	c("CALR", "CHCHD4", "WFS1", "AIP", "PRDX4", "FKBP1B", "FKBP1A")
8497	GO_PROTEIN_PHOSPHATASE_TYPE_2A_COMPLEX	0.967945563545354	0.994854249923036	0.260469272070419	0.545616544790337	365865	16	c("PPP2R3A", "PPP2CA", "PPP2R2A", "PPP2R5A", "PPP2CB", "CYCS", "PPP2R5B")
8498	GO_ADP_METABOLIC_PROCESS	0.968101367825975	0.994854249923036	0.247280786785096	0.651479828455585	466134	98	c("HK2", "HIF1A", "TPI1", "AK4", "PGM1", "HK1", "PPARA", "ALDOA", "PSEN1", "PFKP", "SLC2A6", "PFKM")
8499	GO_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	0.968367878488787	0.994854249923036	0.247241455412893	0.599174532077754	423842	41	c("SLC25A12", "AK4", "IMPDH1", "ALDOA", "TGFB1", "ATP5F1A", "STAT3", "PKM", "ATP5PB", "NME3", "ATP5F1C", "NME5")
8500	GO_REGULATION_OF_DNA_REPAIR	0.968383365464059	0.994854249923036	-0.202077663723587	-0.79139934786664	17580	99	c("TIMELESS", "DDX11", "MAD2L2", "UBQLN4", "NSD2", "NUDT16", "FMN2", "RPA2", "PCNA", "PARP1", "POLQ", "FOXM1")
8501	GO_MUSCULAR_SEPTUM_MORPHOGENESIS	0.968474836416512	0.994854249923036	0.319997362358828	0.508084843679764	287729	4	c("VANGL2", "FZD1")
8502	GO_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	0.968663839277874	0.994854249923036	0.245832989705527	0.617215323990349	441268	56	c("NEK7", "ATM", "FBXO4", "ERCC4", "TNKS", "TERF1", "CCT8")
8503	GO_RNA_CAPPING	0.968813252752616	0.994854249923036	0.249478948099356	0.579281365628703	404930	30	c("GTF2H5", "CDK7", "POLR2A", "CCNH", "GTF2F2", "GTF2H1", "NCBP3", "GTF2H4", "GTF2F1", "CMTR1", "POLR2L", "NCBP1", "RNMT")
8504	GO_PROTEIN_LOCALIZATION_TO_CYTOSKELETON	0.968884795558	0.994854249923036	0.24534460621134	0.612553794056954	438680	53	c("MAPRE3", "MID1", "FAM83H", "MID2", "GOLGB1", "BICD1", "NEDD1", "MCPH1", "ABHD17C", "HOOK3", "CRIPT", "PPP1R9B")
8505	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	0.96893119147029	0.994854249923036	0.248173152830439	0.584332196695833	410758	33	c("NFE2L2", "NCK1", "NCK2", "PIK3R1", "ATXN3", "ERN1")
8506	GO_CARBOHYDRATE_PHOSPHATASE_ACTIVITY	0.968950924975866	0.994854249923036	-0.248612178665983	-0.533710461345522	159592	8	c("PFKFB2", "PFKFB3", "FBP1", "PFKFB1", "G6PC", "G6PC3", "TIGAR", "PFKFB4")
8507	GO_SPHINGOSINE_N_ACYLTRANSFERASE_ACTIVITY	0.969029000677298	0.994854249923036	0.305103104874195	0.507143024826461	299021	5	c("CERS5", "CERS6", "CERS4")
8508	GO_CALCIUM_IMPORT_INTO_THE_MITOCHONDRION	0.969069576936289	0.994854249923036	-0.237364838605758	-0.545436198304883	146689	10	c("MCUR1", "MICU1", "AFG3L2")
8509	GO_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	0.969164789520272	0.994854249923036	0.244643474511279	0.627021832375299	452189	69	c("IFI16", "STAT6", "LRRFIP1", "DHX58", "IFIH1", "RIPK2", "STAT1", "STING1", "RIOK3", "CD14", "PTPN11", "EP300", "ZCCHC3", "DDX41", "XRCC5", "PTPN22", "PRKDC", "POLR2L", "NFKB1")
8510	GO_REPLICATIVE_CELL_AGING	0.969181678649325	0.994854249923036	0.318884895506442	0.506318493036662	287939	4	c("ROMO1", "CHEK2")
8511	GO_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY	0.969361144207902	0.994854249923036	0.248906964163156	0.577953238994356	405159	30	c("SAMHD1", "RNASEL", "LSM14A", "PTPN11", "IFNAR2", "HSP90AB1", "YTHDF3")
8512	GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY	0.969392722404771	0.994854249923036	0.258740338507338	0.54199487091932	366412	16	c("NFE2", "SMARCE1", "SET", "SMARCD3", "RPL23", "SUPT16H")
8513	GO_OMEGA_PEPTIDASE_ACTIVITY	0.969459046427977	0.994854249923036	0.276139101995946	0.517637077055214	331776	9	c("UCHL1", "BACE1")
8514	GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY_INVOLVED_IN_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	0.96999263200565	0.995181580997049	0.254138824466607	0.55375837749181	380466	20	c("GRIK2", "GLRB", "CHRNA5", "GABRB3")
8515	GO_LATE_ENDOSOME_TO_LYSOSOME_TRANSPORT	0.97009491256447	0.995181580997049	0.285695902771347	0.509021940723544	317870	7	c("VPS41", "VPS35", "VPS39", "SNAPIN")
8516	GO_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION	0.970170327753118	0.995181580997049	0.261198581369277	0.533864235865662	358670	14	c("TSEN34", "DDX1", "CLP1", "ERN1", "TSEN15", "TSEN2", "FAM98B")
