From	To
uniprot:E9Q8P8	Fam131b
uniprot:D6RGS9	Ergic2
uniprot:P63017	Hspa8
uniprot:Q8CBY1	Samd4a
uniprot:A2RSB1	Nap1l4
uniprot:Q8BZ34	Znf641
uniprot:Q3TY92	Mbd6
uniprot:Q8K3X4	Irf2bpl
uniprot:D3Z669	Vill
uniprot:Q3TP13	Slc27a1
uniprot:Q91WF3	Adcy4
uniprot:P27545	Cers1
uniprot:Q91Y63	Slc13a3
uniprot:E0CYV0	Pcmt1
uniprot:Q3V0S4	Gm382
uniprot:Q922S8	Kif2c
uniprot:Q75UR0	Ano5
uniprot:Q8K353	Cystm1
uniprot:G3UWY7	Nat8f1
uniprot:Q9D8C8	Ppp1r35
uniprot:Q9JKN5	Olig1
uniprot:Q9CTN8	Lhfpl3
uniprot:Q14AB2	Prok2
uniprot:P17563	Selenbp1
uniprot:Q5JCS9	B3gnt3
uniprot:G3X923	Tmem184a
uniprot:D3Z3H4	Cgnl1
uniprot:Q04888	Sox10
uniprot:Q9CRD0	Ociad1
uniprot:A2API8	Pakap
uniprot:Q791G4	Podxl
uniprot:Q61048	Wbp4
uniprot:Q8BQN2	Dclk1
uniprot:F8VPU2	Farp1
uniprot:Q61164	Ctcf
uniprot:Q3U129	B3gntl1
uniprot:Q53YY4	Adipor1
uniprot:Q3V3R8	Ube2k
uniprot:E0CX74	Tm7sf2
uniprot:F6SXR7	Pde11a
uniprot:P63058	Thra
uniprot:F6ZS36	Gm14139
uniprot:Q3UWK4	Mttp
uniprot:Q4FJM4	Inhba
uniprot:P11034	Mcpt1
uniprot:Q8C7E7	Stbd1
uniprot:P55284	Cdh5
uniprot:Q8BZ82	Slc13a4
uniprot:Q80U12	Sgsm2
uniprot:Q8C6I2	Sdhaf2
uniprot:Q8CG95	Zmym3
uniprot:B2RSM1	Nox4
uniprot:Q8BZW9	Lamp3
uniprot:E9QQ63	Sorcs1
uniprot:Q3UZN3	Il27ra
uniprot:Q99LJ5	Cmtm3
uniprot:Q3UA16	Spc25
uniprot:Q8R1J3	Zcchc9
uniprot:Q3U0M8	Elac2
uniprot:P29352	Ptpn22
uniprot:B2RSR7	Gpd1l
uniprot:Q3TAN8	Tecr
uniprot:Q9WU84	Ccs
uniprot:Q8C8N3	Vwc2
uniprot:Q8BY97	Ttk
uniprot:Q58E59	Sf3a3
uniprot:E9QPX3	Ndufs4
uniprot:Q544E3	Pip4k2a
uniprot:Q3TGH8	Stam2
uniprot:E9QAR1	Zfp384
uniprot:Q9QZQ8	H2afy
uniprot:E9PVQ1	Fchsd1
uniprot:O35566	Cd151
uniprot:Q8C6B2	Rtkn
uniprot:Q3UN88	Mcpt4
uniprot:E9Q393	Cpt1b
uniprot:Q4FK57	Ero1l
uniprot:E0CXB9	Ctnna2
uniprot:Q3TM82	Tgfbr3
uniprot:Q3TI27	Prps1
uniprot:G3UW63	Rad51ap2
uniprot:B2KF29	Clps
uniprot:Q8C152	Tent5b
uniprot:F6XQZ4	Naa25
uniprot:Q8CAB8	Castor2
uniprot:D3YWD1	Col6a3
uniprot:Q3UH60	Dip2b
uniprot:B2RR67	Pmfbp1
uniprot:E9Q8Z6	Ctnnd1
uniprot:P52850	Ndst2
uniprot:Q8BGM4	Mettl27
uniprot:Q8R0L1	Stap2
uniprot:Q3TRF1	Dctn1
uniprot:Q9QUJ0	Hcst
uniprot:D3Z2E3	Reps1
uniprot:Q99P87	Retn
uniprot:B1AQW6	Mapt
uniprot:Q9Z2X1	Hnrnpf
uniprot:Q9QYS2	Grm3
uniprot:Q3TYD6	Lmtk2
uniprot:O55225	Otog
uniprot:P37040	Por
uniprot:Q9Z1D1	Eif3g
uniprot:Q14BF8	Trappc1
uniprot:Q99KL7	Rab28
uniprot:Q9D599	Crem
uniprot:Q3UQT1	Rbl2
uniprot:Q8CB17	Fetub
uniprot:F6Y2T6	Wt1
uniprot:Q3UMB9	Washc4
uniprot:D6RGB4	Cntrob
uniprot:Q8K375	Lrrc56
uniprot:Q8CIX8	Lgsn
uniprot:Q3UTY6	Thsd4
uniprot:A1A546	Isx
uniprot:Q8BG33	Ntm
uniprot:Q9DB73	Cyb5r1
uniprot:G3UWI4	Daxx
uniprot:O70333	Cript
uniprot:A6H611	Mipep
uniprot:Q05BM5	Trmt2a
uniprot:B7ZNK6	Aga
uniprot:Q80ZQ7	BC048562
uniprot:Q9JHU2	Palmd
uniprot:Q62227	Nr0b2
uniprot:E9Q2G5	Bmpr1a
uniprot:P17433	Spi1
uniprot:P59913	Pcmtd1
uniprot:O88876	Dhrs3
uniprot:O88947	F10
uniprot:Q810T2	Ccnb3
uniprot:Q8BVL5	Zfp277
uniprot:Q53ZC3	Scx
uniprot:P81069	Gabpb2
uniprot:Q99N69	Lpxn
uniprot:D6RE47	Iscu
uniprot:Q91VZ9	Gm9885
uniprot:B1ASF7	Laptm5
uniprot:Q08024	Cbfb
uniprot:Q3UD32	Ctss
uniprot:P22605	Rarb
uniprot:E0CZC4	Rnf32
uniprot:E9Q6J0	Pla2g7
uniprot:Q3TA68	Wdr36
uniprot:D3YX13	Ing3
uniprot:F8WIP1	Fbxo7
uniprot:P21275	Bmp4
uniprot:E9Q1M6	Ankhd1
uniprot:F8VQK6	Fbxl18
uniprot:P63011	Rab3a
uniprot:Q9QZ10	Anxa10
uniprot:Q8BUX9	Zfp282
uniprot:Q9CSK1	Ttc4
uniprot:Q5SVU3	Ccl2
uniprot:E9PUH6	Crls1
uniprot:C4PFH5	Psmc3ip
uniprot:Q3UXL4	Kiz
uniprot:Q8VI94	Oasl1
uniprot:A2A8K5	Gpr153
uniprot:Q8VCB3	Gys2
uniprot:P0C6B7	Igsf6
uniprot:A2A3Z3	Zbtb33
uniprot:Q3TVD4	Tgif1
uniprot:Q3UZL9	Tert
uniprot:Q8R5A3	Apbb1ip
uniprot:B2RWB7	Tigar
uniprot:B9EKF4	Zfp777
uniprot:Q9WU40	Lemd3
uniprot:A2AML9	Tmeff1
uniprot:A2AIR0	Rnf20
uniprot:Q9D1F5	Mrnip
uniprot:Q9WUB4	Dctn6
uniprot:A2A7V7	Cd300c
uniprot:A1A549	Tcf7l1
uniprot:Q9JKD3	Scamp5
uniprot:P50636	Rnf19a
uniprot:Q8CAI4	Saxo2
uniprot:Q8BWF4	Tns3
uniprot:P11985	Tcte3
uniprot:Q8CCX0	Fbrsl1
uniprot:Q8BMR5	Adam34
uniprot:Q8BP27	Sfr1
uniprot:Q8BMB0	Emsy
uniprot:Q3TC33	Ccdc127
uniprot:D3YYN8	Cdc42bpa
uniprot:Q8BU33	Ilvbl
uniprot:O08665	Sema3a
uniprot:A2AAP0	Rnf157
uniprot:Q9CRY7	Gdpd1
uniprot:Q3TH41	Tec
uniprot:Q9CUZ6	Fzd7
uniprot:Q3TP62	Plekhb1
uniprot:Q9D0F9	Pgm1
uniprot:E9Q1R5	Cacna1a
uniprot:D6RDF2	Huwe1
uniprot:A2AER3	Slc35a2
uniprot:Q8BKI1	Trpm3
uniprot:D3YU97	Scrib
uniprot:E9Q862	Tmprss5
uniprot:Q8R4D1	Slc9a8
uniprot:B1ARD4	Rad51d
uniprot:Q546K1	Cygb
uniprot:A2A542	Cacnb1
uniprot:B5B2U4	Nfatc3
uniprot:Q5SUS8	Ewsr1
uniprot:B1B213	H60c
uniprot:Q9EQF4	Izumo1r
uniprot:Q548Q7	Socs2
uniprot:E9PX09	Carns1
uniprot:Q3UFK1	Ccdc28a
uniprot:Q3U3L6	Tspan32
uniprot:Q3UQH6	Gm5127
uniprot:Q5SWR1	Ap2b1
uniprot:Q9ES61	Ms4a4b
uniprot:A2AS37	AI182371
uniprot:O88572	Lrp6
uniprot:F6VT22	Mknk1
uniprot:Q8C3J7	Rps6kb1
uniprot:Q8BUE5	Adra1a
uniprot:D3YXR5	Pml
uniprot:B2RQR8	Ece2
uniprot:Q8BP07	Tmem220
uniprot:Q3U9E2	Vav1
uniprot:Q923Z0	Gprc5b
uniprot:Q8CF69	Atf4
uniprot:Q8CGB7	Limch1
uniprot:Q8K2M0	Mrpl38
uniprot:Q62351	Tfrc
uniprot:Q3UF95	Bag6
uniprot:G3X939	Slc9a3
uniprot:Q80VD4	Chpf2
uniprot:D3Z478	Rnmt
uniprot:Q3UYK6	Slc1a2
uniprot:Q99PN0	Slc5a5
uniprot:E0CXJ9	Kif1bp
uniprot:Q3V2G4	SMIM31
uniprot:Q3TY83	Dusp7
uniprot:Q4FK45	Ccnd2
uniprot:D3Z4R4	Nkx6-2
uniprot:E0CYG4	Lrmda
uniprot:Q99LG0	Usp16
uniprot:Q541T2	Fgf2
uniprot:D6RGB0	Pbx4
uniprot:P61264	Stx1b
uniprot:E9Q3V0	Slc6a9
uniprot:Q8BHD7	Ptbp3
uniprot:Q8BXR9	Osbpl6
uniprot:E9Q030	Ablim1
uniprot:Q6PHM3	Adgra1
uniprot:Q3TI84	Cdc16
uniprot:Q8R1C3	Vopp1
uniprot:D3Z5Q7	Rita1
uniprot:Q6PGA0	Rcor3
uniprot:Q3TNS9	Spice1
uniprot:P08103	Hck
uniprot:Q8BZH0	Slc39a13
uniprot:P63006	Lhx1
uniprot:Q6PEB6	Mob4
uniprot:E9PUK2	Adck5
uniprot:P09803	Cdh1
uniprot:B2FDE9	Cfap61
uniprot:D3YZG6	Ypel3
uniprot:Q64692	St8sia4
uniprot:Q3TAW1	B4galt7
uniprot:Q8BND1	Prkg1
uniprot:Q9CZ44	Nsfl1c
uniprot:Q8K441	Abca6
uniprot:P48030	Tgfa
uniprot:Q91ZB5	Mrgprg
uniprot:Q8R3Z2	Fance
uniprot:P57724	Pcbp4
uniprot:Q3UJ34	Ass1
uniprot:E9Q731	Cd55b
uniprot:D6RFS0	Emd
uniprot:F8WGE7	Txnl4a
uniprot:P15948	Klk1b22
uniprot:Q91W98	Slc15a4
uniprot:Q9D0P5	Pygo1
uniprot:Q80UY1	Carnmt1
uniprot:Q6P8P6	Pik3c2g
uniprot:Q3TEL6	Rnf157
uniprot:P97931	Ung
uniprot:Q3TMS7	Gm5431
uniprot:Q18PE0	Dok7
uniprot:Q3URD2	Rprml
uniprot:Q059U0	Agpat2
uniprot:Q80YW0	Cyth4
uniprot:Q8CDV0	Ccdc178
uniprot:Q91WG3	Trub2
uniprot:Q9CZG9	Pdzd11
uniprot:O88939	Zbtb7a
uniprot:G3UY56	Hnrnpl
uniprot:D3Z2N5	Serpinb7
uniprot:B2RXC5	Znf382
uniprot:A9C491	Cul7
uniprot:B2KGD7	Ipo8
uniprot:Q04744	Emx2
uniprot:E0CZ27	H3f3a
uniprot:O54943	Per2
uniprot:Q9Z1B5	Mad2l1
uniprot:E9QNQ2	Ankrd44
uniprot:F2Z412	Zfp120
uniprot:Q8VDG7	Pafah2
uniprot:D3YXB1	Acsm2
uniprot:Q2M4G8	Ptpn9
uniprot:Q8BKQ0	Rab8b
uniprot:Q64445	Cox8a
uniprot:O08807	Prdx4
uniprot:P97429	Anxa4
uniprot:G3UXS1	March2
uniprot:Q8R239	Tmem268
uniprot:O35972	Mrpl23
uniprot:Q99K07	Enpp3
uniprot:D3YUH1	Slc22a14
uniprot:Q60676	Ppp5c
uniprot:A2AED9	Spata6
uniprot:Q62009	Postn
uniprot:Q60649	Clpb
uniprot:Q3UZ36	Gspt1
uniprot:Q9D0I8	Mrto4
uniprot:A2AAV6	Metrnl
uniprot:Q3TWM1	Gm10642
uniprot:A2AJ90	Nsmf
uniprot:Q91X21	Kiaa2013
uniprot:Q8C134	Ralgps2
uniprot:Q8K0M7	D630039A03Rik
uniprot:Q2TBE6	Pi4k2a
uniprot:Q8BKT3	Gcfc2
uniprot:Q3UHD7	Astn1
uniprot:Q922E6	Fastkd2
uniprot:G5E8Y2	Lrrcc1
uniprot:D3YVZ0	Fyn
uniprot:Q3TMC4	Slc25a44
uniprot:Q3V2V2	Phb2
uniprot:Q6P3Y5	Znf280c
uniprot:Q91V95	Pth2r
uniprot:Q02844	Tpsab1
uniprot:D3YYW6	Ccdc192
uniprot:Q8C7E2	Ccni
uniprot:Q6P4T0	Atg2a
uniprot:D3Z5F9	Yif1b
uniprot:Q2NKI4	Prkcg
uniprot:B1AS26	Pik3cd
uniprot:P24721	Asgr2
uniprot:Q3UEG8	Cfb
uniprot:Q6P9T5	Fhod3
uniprot:E9QAL8	Adap2
uniprot:O35386	Phyh
uniprot:Q8BM88	Ctso
uniprot:Q8BUX2	Rbms3
uniprot:Q9CYD3	Crtap
uniprot:B0QZI1	Top3a
uniprot:Q9QZM9	Fbxo16
uniprot:Q922B1	Macrod1
uniprot:Q692V3	Ttc41
uniprot:B7ZNY6	Gm5134
uniprot:Q8BYJ6	Tbc1d4
uniprot:Q9D5S1	Tex19.2
uniprot:Q8R550	Sh3kbp1
uniprot:P97873	Loxl1
uniprot:Q99M71	Epdr1
uniprot:Q3TSV7	Cd4
uniprot:A3KML5	Atp6v0c
uniprot:Q80XE1	Ric8b
uniprot:Q3TUI8	Parg
uniprot:Q91XV3	Basp1
uniprot:P35546	Ret
uniprot:Q0IJ77	Npas3
uniprot:Q3URM1	Clpb
uniprot:Q9D819	Ppa1
uniprot:Q8C2S0	Usp44
uniprot:P11499	Hsp90ab1
uniprot:O08790	Fpr-s1
uniprot:Q6ZWX6	Eif2s1
uniprot:Q5U4C9	Dyrk2
uniprot:D6RJ47	Cmc2
uniprot:E0CY01	Fam20c
uniprot:Q8BVW4	Ccr1
uniprot:F6T4Y3	Pard3
uniprot:Q8BZ05	Arap2
uniprot:Q91XA5	Snapc2
uniprot:Q80YD1	Supv3l1
uniprot:Q8VC81	Pla2g12b
uniprot:Q78Y72	Ceacam14
uniprot:Q60973	Rbbp7
uniprot:E9Q1Z6	Gm14548
uniprot:Q67BJ4	A4galt
uniprot:B1AUG0	Pik3r3
uniprot:Q9R1T2	Sae1
uniprot:Q9Z117	Zfp53
uniprot:Q14B57	Tm9sf4
uniprot:Q8CGP7	H2ac15
uniprot:Q3ULB9	Lim2
uniprot:D3YTZ8	Rab15
uniprot:P41274	Tnfsf9
uniprot:Q9D6C3	3830403N18Rik
uniprot:Q8R519	Acmsd
uniprot:P57016	Lad1
uniprot:Q8R3C6	Rbm19
uniprot:D3Z5S8	Tent5a
uniprot:Q3TYH2	Rab15
uniprot:Q5RIN0	Ncor1
uniprot:Q8BWP5	Ttpa
uniprot:Q8C5P3	Nos3
uniprot:Q9CZC8	Scrn1
uniprot:F8VQM4	Osbpl7
uniprot:A2ASX7	9230102O04Rik
uniprot:Q3U095	Nxpe2
uniprot:P47212	Gal
uniprot:B5B2Q4	Nfatc2
uniprot:A2A8T9	Efcab14
uniprot:Q9WVF5	Egfr
uniprot:Q3TA69	Rap1gds1
uniprot:P17919	Hoxb1
uniprot:E9Q9D2	Ablim1
uniprot:Q8CF35	Nkx2-6
uniprot:Q8BFX1	Rnf187
uniprot:Q8CHB9	Wdfy3
uniprot:D3Z7S0	Get4
uniprot:A2AG36	Pigo
uniprot:Q99LD7	Mkrn1
uniprot:Q08AU6	Ffar3
uniprot:Q9D1Q1	Mphosph6
uniprot:Q60969	Styx
uniprot:Q542R1	Caln1
uniprot:Q3TWR2	Gabbr1
uniprot:Q8K3K7	Agpat2
uniprot:Q5M8S2	Prss46
uniprot:Q8VE96	Slc35f6
uniprot:D3Z2E5	Zfp687
uniprot:A2AKT6	Xpo1
uniprot:D3Z3B3	Ddx60
uniprot:A2AW48	Zfp46
uniprot:Q3U280	Vps9d1
uniprot:E0CYW0	Serpini1
uniprot:Q8K201	Kct2
uniprot:A2APX9	Scn1a
uniprot:D3Z6Y5	Fanca
uniprot:Q4VA07	Rab40b
uniprot:Q9D9S3	Rwdd2a
uniprot:P31266	Rbpj
uniprot:Q6XL48	Ugt1a5
uniprot:Q9D9G7	1700074P13Rik
uniprot:D3YXY3	Slc22a22
uniprot:A7MCW7	Tnfrsf26
uniprot:P26687	Twist1
uniprot:E9Q7S1	Zfp106
uniprot:Q63932	Map2k2
uniprot:B2RUA8	Krit1
uniprot:Q9D6T9	Mrps36
uniprot:A2AJI0	Map7d1
uniprot:Q8C9D3	Scaf8
uniprot:Q8BTY8	Scfd2
uniprot:P16460	Ass1
uniprot:Q91ZU0	Asb7
uniprot:Q05CL7	Bcas2
uniprot:F6Y325	Odf2
uniprot:A2AQT8	Mmadhc
uniprot:F2Z4A6	Gas2l2
uniprot:Q5DTH8	Ebf3
uniprot:B1ARZ3	Slc2a7
uniprot:Q9D0A3	Arpin
uniprot:Q80XK2	Brpf1
uniprot:B2RT14	Ugt1a5
uniprot:Q9CY59	Cyb5r3
uniprot:A1L3T6	Akap4
uniprot:D3YX11	Gimap1
uniprot:E9Q4L9	Cyp4f13
uniprot:Q7TSH8	Tmem94
uniprot:Q9D504	Ankrd7
uniprot:C3VLD3	Kcnma1
uniprot:Q8BKZ3	Cap2
uniprot:Q8BHJ7	Gabra5
uniprot:E9QP68	Fam189a2
uniprot:Q5ICG5	Acsl6
uniprot:Q4FK14	Tram1
uniprot:Q8K4A4	Pcdhga12
uniprot:Q8BHY3	Ano1
uniprot:P34914	Ephx2
uniprot:Q8BUC6	Apol7a
uniprot:Q91WU0	Ces1f
uniprot:Q5IBN5	Phtf1
uniprot:E9Q1K7	Rgs12
uniprot:Q3TXX8	Wasl
uniprot:Q60700	Map3k12
uniprot:Q60590	Orm1
uniprot:Q6P6I6	Polr2m
uniprot:B1AXP6	Tomm5
uniprot:Q64191	Aga
uniprot:Q91ZR5	Catsper1
uniprot:Q91ZG2	Mpped1
uniprot:F6VVE6	Arpc1b
uniprot:A2A591	Krtap3-1
uniprot:Q8BY98	Sowahd
uniprot:Q9Z1R2	Bag6
uniprot:Q9DCG2	Cd302
uniprot:Q3TRJ5	Arid5b
uniprot:E9Q0G1	Denr
uniprot:Q8VDC3	aco1
uniprot:Q6ZQH5	Kctd5
uniprot:Q5I012	Slc38a10
uniprot:Q9DBL2	Gdap2
uniprot:Q8BQ30	Ppp1r18
uniprot:A2A9D4	Mpl
uniprot:Q9CQE3	Mrps17
uniprot:G3UY33	Vps52
uniprot:Q6ZPU1	Ralgds
uniprot:Q5SUS9	Ewsr1
uniprot:O89023	Tpp1
uniprot:Q6PDE6	Capn9
uniprot:Q8CCR6	Etv1
uniprot:Q3TEK6	Dapp1
uniprot:G3UX19	Atf6b
uniprot:Q9JLR1	Sec61a2
uniprot:P80315	Cct4
uniprot:F8WIN2	Arid3b
uniprot:Q9R210	Tfeb
uniprot:Q3TG40	Ccng2
uniprot:Q3TZ57	Magix
uniprot:Q8R429	Atp2a1
uniprot:Q80Z10	Astn2
uniprot:O88513	Gmnn
uniprot:Q9JII7	Zfand2a
uniprot:Q91XA8	Klhdc8a
uniprot:E9QNS0	Nlrp6
uniprot:Q3TPX4	Exoc5
uniprot:P01326	Ins2
uniprot:F8WHE1	Caln1
uniprot:Q3UN00	P2rx7
uniprot:Q3UVU3	Slc30a10
uniprot:E9PWC4	Slc6a9
uniprot:Q6ZPP4	Kmt2c
uniprot:Q3TB92	Milr1
uniprot:E9PYQ4	Prol1
uniprot:Q9CRP7	Ankrd11
uniprot:D6RHA0	Txndc11
uniprot:Q3UJT0	Tasp1
uniprot:Q8R2L3	Mrtfb
uniprot:Q3UZV6	Naalad2
uniprot:Q8BNI8	Hoxa1
uniprot:Q3TE85	Hmga1
uniprot:D3Z2W9	Ntpcr
uniprot:B1AQD9	Unc119
uniprot:Q8BTE5	Cebpzos
uniprot:E9PVX6	Mki67
uniprot:D3Z5F6	Cbx6
uniprot:Q61006	Musk
uniprot:D6RHC1	Atg16l2
uniprot:A2AHJ4	Brwd3
uniprot:Q8C567	Ncr1
uniprot:Q99MD8	Mynn
uniprot:P70168	Kpnb1
uniprot:E9QNX9	Igf1r
uniprot:P58269	Dpf3
uniprot:Q9D8I1	Mzb1
uniprot:Q9JJT9	Phax
uniprot:D3YXN3	Tex30
uniprot:O09164	Sod3
uniprot:Q8R0L9	Tada3
uniprot:O70571	Pdk4
uniprot:G3UWE1	Tecr
uniprot:E9PWP7	Muc3
uniprot:Q6UL01	Morn2
uniprot:Q9D880	Timm50
uniprot:Q3UIR3	Dtx3l
uniprot:E9Q3B9	Mgll
uniprot:Q3TBM6	Cct3
uniprot:F6W5Q8	Vta1
uniprot:P0C0S6	H2afz
uniprot:Q9DBN5	Lonp2
uniprot:Q9CQC5	Cdc42ep3
uniprot:Q3TLQ4	Mrps6
uniprot:Q60722	Tcf4
uniprot:Q8JZW1	Rasd2
uniprot:Q8K4W8	Clcn3
uniprot:Q9CXD9	Lrrc17
uniprot:Q9D0Y8	Mrpl52
uniprot:Q91ZR2	Snx18
uniprot:Q9Z2R9	Eif2ak1
uniprot:P48678	Lmna
uniprot:P00375	Dhfr
uniprot:Q497V1	Synpo
uniprot:P19221	F2
uniprot:Q9D5K1	Tmem81
uniprot:Q543C7	Nr2e3
uniprot:A2AE91	Gstm4
uniprot:D3Z6V7	Iqsec2
uniprot:P97480	Eya3
uniprot:Q80YN3	Bcas1
uniprot:Q3UL78	Cdc42
uniprot:A2AHY3	Id1
uniprot:Q3UG11	Calu
uniprot:D6RHP8	Srp19
uniprot:P48036	Anxa5
uniprot:Q8BVT3	Erich3
uniprot:Q8CE97	Gm14137
uniprot:Q9D3H0	Tmem80
uniprot:P04235	Cd3d
uniprot:O35443	NG1
uniprot:Q3TUB1	Aplp1
uniprot:A2AUG6	Thnsl1
uniprot:D6RCY7	Oca2
uniprot:Q9CT36	Tpx2
uniprot:F7BIN0	Nol4
uniprot:A2A8L9	Kdm4a
uniprot:Q56A02	Tfdp2
uniprot:Q9R0S3	Mmp17
uniprot:E9PZH0	Tmem29
uniprot:Q3MI12	2310057N15Rik
uniprot:D3Z3Z9	Sh3bgr
uniprot:Q3V2K1	Gm614
uniprot:Q5EBJ0	Fabp3
uniprot:Q9DAQ0	1700003H04Rik
uniprot:Q61543	Glg1
uniprot:Q6Q477	Atp2b4
uniprot:Q61663	Tlx2
uniprot:E9PYY5	Wdr78
uniprot:Q3UUD9	Yars2
uniprot:Q8K1K6	Serpinb10
uniprot:D3YXZ3	Klc2
uniprot:D3Z399	Fbxl13
uniprot:A2BH82	Strbp
uniprot:Q9JKN1	Slc30a7
uniprot:Q6NVD9	Bfsp2
uniprot:P48379	Rfx2
uniprot:Q3UDC3	Tom1
uniprot:Q9D5T7	Hormad1
uniprot:Q8BH17	Vwa3b
uniprot:G3X9V4	Grin2b
uniprot:Q3UHT7	Erc2
uniprot:P35230	Reg3b
uniprot:E9Q5L3	Acadsb
uniprot:D3YVU3	Cep164
uniprot:Q8K0B3	Lrrc66
uniprot:Q9DAE9	1700012B07Rik
uniprot:D3YXV6	Ggt1
uniprot:Q8BPL8	Trmt44
uniprot:B7ZWD1	Bsph1
uniprot:A2RSC8	Kif2b
uniprot:Q9DCX7	Tmem174
uniprot:Q80UP3	Dgkz
uniprot:Q3V1T4	P3h1
uniprot:E9PZS3	Tldc2
uniprot:Q9JLB4	Cubn
uniprot:Q80Y19	Arhgap11a
uniprot:F8WHM5	Glg1
uniprot:Q9QWK3	Rhd
uniprot:Q8R2N2	Utp4
uniprot:A2CGA5	Birc3
uniprot:Q69ZK4	Zfp78
uniprot:A2AKJ5	Sdcbp
uniprot:A2AVR3	Mroh7
uniprot:Q3TBR1	Gskip
uniprot:Q8BLK7	Vps18
uniprot:A2A4B4	Emilin3
uniprot:P59016	Vps33b
uniprot:Q8C0Z0	Ubxn4
uniprot:Q8VEA8	Rab7b
uniprot:D3Z7D5	Col6a2
uniprot:Q9DAB8	4930519G04Rik
uniprot:Q8K0Y6	Tulp1
uniprot:Q32NY6	Nr2f1
uniprot:F8WHM0	Cd48
uniprot:D6RCV8	Ermap
uniprot:Q8K0Z7	Taco1
uniprot:Q8K330	Ssh3
uniprot:Q5SYH2	Tmem199
uniprot:Q8BWC6	Nebl
uniprot:E9QLE2	Kansl1l
uniprot:Q91UZ4	Egln3
uniprot:A6X8Z9	Tex55
uniprot:D3Z4J1	Dazap1
uniprot:B2RUF0	Ybx2
uniprot:Q8BXA0	Lrfn5
uniprot:Q0VGB7	Ppp4r2
uniprot:E9QA28	Ceacam16
uniprot:Q8BV11	Rhobtb3
uniprot:Q8C649	Ppp3ca
uniprot:D3Z6G0	Lrrc23
uniprot:D3YUW1	Pgbd1
uniprot:Q8CBT3	Chuk
uniprot:P46638	Rab11b
uniprot:P22682	Cbl
uniprot:Q8JZV9	Bdh2
uniprot:Q8C8G3	Tmem135
uniprot:Q8BJ52	Plppr5
uniprot:D3Z602	Ccni
uniprot:G3UXL9	Pbx2
uniprot:Q9R0N3	Syt11
uniprot:Q5SVI8	Myl7
uniprot:Q8K1Z0	Coq9
uniprot:P60603	Romo1
uniprot:Q5I2A0	Serpina3g
uniprot:Q8CHA0	Tanc1
uniprot:B0QZJ0	Tnfsfm13
uniprot:Q9R1E0	Foxo1
uniprot:Q8VHA8	Ss18
uniprot:E0CZ85	Apbb2
uniprot:E0CYV2	Ppp4r1
uniprot:Q8BKT7	Thoc5
uniprot:Q0P557	Spata18
uniprot:Q3US58	Lepr
uniprot:Q62414	Neurod2
uniprot:E9PV87	Talpid3
uniprot:Q5SUF8	Cacna1g
uniprot:E9QA45	Gtpbp2
uniprot:Q3UQ33	Ikzf1
uniprot:Q3UIX3	Pkp4
uniprot:Q91XI1	Dus3l
uniprot:Q91XT4	Sec16b
uniprot:Q9D2R4	Tmed11
uniprot:B2KFY1	Serinc2
uniprot:Q6ZWR1	Syne1
uniprot:O35484	Azin1
uniprot:Q04891	Sox13
uniprot:Q3TDW6	Apbb2
uniprot:Q9DBZ6	Abcd3
uniprot:Q9D2N4	Dtna
uniprot:E9PVM1	Inpp4b
uniprot:Q3TVC7	Ccndbp1
uniprot:Q99KC7	Smagp
uniprot:Q5SPX1	Ccdc157
uniprot:O88856	Tpst2
uniprot:D3Z072	Far1
uniprot:D6RFR7	Appl2
uniprot:Q8K339	Kin
uniprot:Q3UFN1	Mgll
uniprot:E0CYE5	Vti1b
uniprot:Q9R1L5	Mast1
uniprot:A9JSM3	Tmem238
uniprot:O35071	Kif1c
uniprot:O88430	Ccl22
uniprot:Q9QUL5	Gml
uniprot:Q1EHW4	Sap25
uniprot:Q9CQF4	Mtres1
uniprot:Q3TVV7	Umps
uniprot:E9PXN7	Ugt1a10
uniprot:Q9CSP9	Ttc14
uniprot:F8VPT7	Sik2
uniprot:Q8BUA2	Abi3bp
uniprot:Q99N28	Cadm3
uniprot:Q9CY46	Lsm4
uniprot:Q3UYI4	Cartpt
uniprot:Q8BHW9	Slfnl1
uniprot:Q02384	Sos2
uniprot:A2AKJ9	Sdcbp
uniprot:Q14DL3	Lrriq3
uniprot:Q8BZG4	Samd9l
uniprot:Q91WL8	Wwox
uniprot:Q5DTI7	Tle2
uniprot:Q5SUT0	Ewsr1
uniprot:Q61080	Foxf1
uniprot:O88643	Pak1
uniprot:Q91ZB0	Alpk2
uniprot:D3Z1F6	Snrk
uniprot:A2AAN9	Rnf157
uniprot:E0CXD8	Tpsg1
uniprot:Q5M8Q0	Rpl15
uniprot:Q80VL8	Baz2a
uniprot:E9Q6Y8	Usp31
uniprot:P23949	Zfp36l2
uniprot:B7ZCS8	Rgs19
uniprot:G3UZU3	Grm7
uniprot:Q9WVS0	Icos
uniprot:Q9Z2H6	Clec4d
uniprot:Q6PGM4	Adap1
uniprot:E9QM16	Lrrc49
uniprot:Q6P3F8	Serpinb7
uniprot:Q64435	Ugt1a6
uniprot:E9Q7N5	Gfm2
uniprot:Q62401	Ccl12
uniprot:Q8BRD0	Abcc1
uniprot:A2ASX1	Grb14
uniprot:E9PWZ8	Rsph14
uniprot:Q3TSY8	Dcun1d2
uniprot:Q9DCZ1	Gmpr
