From	To
E9Q4Z2	ENSMUSG00000042010
E9PZN2	ENSMUSG00000019990
P70324	ENSMUSG00000018604
Q9WTN3	ENSMUSG00000020538
Q9CR83	ENSMUSG00000026889
Q9D2R0	ENSMUSG00000029482
A2ATM9	ENSMUSG00000026840
G3X8V1	ENSMUSG00000059456
Q3U9F6	ENSMUSG00000014470
Q5NC79	ENSMUSG00000037601
Q9D8Q6	ENSMUSG00000036027
Q6PFY1	ENSMUSG00000038524
Q9Z2E3	ENSMUSG00000030866
A2AJ19	ENSMUSG00000015094
Q9Z110	ENSMUSG00000025007
Q9D3H4	ENSMUSG00000057674
Q9D3H4	ENSMUSG00000060756
Q9D3H4	ENSMUSG00000058725
F6YXR3	ENSMUSG00000017670
Q8VIB3	ENSMUSG00000022747
B1AUB3	ENSMUSG00000031162
B2RSU6	ENSMUSG00000032232
Q505N6	ENSMUSG00000003644
Q6DFV7	ENSMUSG00000039697
A2ARI0	ENSMUSG00000034723
Q6PEM8	ENSMUSG00000020829
P60605	ENSMUSG00000009293
Q6PFQ7	ENSMUSG00000004952
D3YZ66	ENSMUSG00000044252
Q9DAG4	ENSMUSG00000051896
Q91ZF4	ENSMUSG00000021439
A2APX6	ENSMUSG00000064329
P14483	ENSMUSG00000073421
G5E8V9	ENSMUSG00000074513
Q9ERR8	ENSMUSG00000046556
E9PUA5	ENSMUSG00000024301
Q06507	ENSMUSG00000042406
B7ZCA9	ENSMUSG00000046909
Q9WUA1	ENSMUSG00000020218
G3UYP1	ENSMUSG00000041658
Q5FWH2	ENSMUSG00000015127
E9PVB8	ENSMUSG00000024013
Q9D0Z3	ENSMUSG00000048772
Q99KG7	ENSMUSG00000042328
Q3UU54	ENSMUSG00000005763
D3YZU8	ENSMUSG00000030779
Q8BYR1	ENSMUSG00000074890
Q8K1H9	ENSMUSG00000062061
Q80U58	ENSMUSG00000020594
Q14B65	ENSMUSG00000018372
Q9CQG0	ENSMUSG00000031919
Q8CB59	ENSMUSG00000021234
A2AM74	ENSMUSG00000028758
Q9DCH6	ENSMUSG00000030629
Q3URR7	ENSMUSG00000023902
Q921E6	ENSMUSG00000030619
Q8BGD0	ENSMUSG00000033111
E9PVB6	ENSMUSG00000029674
A2AGQ5	ENSMUSG00000040687
A2A9L3	ENSMUSG00000050890
P62843	ENSMUSG00000063457
D6RDT2	ENSMUSG00000067367
Q61321	ENSMUSG00000034460
G3UY23	ENSMUSG00000050373
P0CG50	ENSMUSG00000008348
B2FDH1	ENSMUSG00000034552
D3Z0L3	ENSMUSG00000029276
G5E8V6	ENSMUSG00000090202
E9PUV9	ENSMUSG00000033170
Q6NXK2	ENSMUSG00000042439
O08966	ENSMUSG00000023829
Q8VCR0	ENSMUSG00000039656
D3Z6E8	ENSMUSG00000038060
Q62441	ENSMUSG00000024642
Q9CSU0	ENSMUSG00000027651
B8JK33	ENSMUSG00000059208
B1AWE0	ENSMUSG00000028478
Q8K013	ENSMUSG00000040464
D3YXC8	ENSMUSG00000028042
Q9JHD2	ENSMUSG00000020918
Q99MR6	ENSMUSG00000037364
E9Q956	ENSMUSG00000046101
Q6DFX2	ENSMUSG00000029338
B8JK01	ENSMUSG00000067424
Q7TN99	ENSMUSG00000039652
Q7TN99	ENSMUSG00000111861
P68373	ENSMUSG00000043091
Q62190	ENSMUSG00000032584
Q99PA7	ENSMUSG00000046180
Q5DW34	ENSMUSG00000036893
E9PZ57	ENSMUSG00000025404
Q505F4	ENSMUSG00000049764
Q3TIX9	ENSMUSG00000056305
Q3TIX9	ENSMUSG00000104250
D3Z5V6	ENSMUSG00000019888
Q3THK7	ENSMUSG00000027823
Q0VDT2	ENSMUSG00000044934
E9PY30	ENSMUSG00000022106
B2RR03	ENSMUSG00000050761
Q5GAM7	ENSMUSG00000068392
Q3V3A1	ENSMUSG00000026023
D3YU88	ENSMUSG00000059820
Q9WU22	ENSMUSG00000026384
Q9D2P4	ENSMUSG00000069020
E9PV14	ENSMUSG00000027624
Q8R404	ENSMUSG00000049760
G3XA34	ENSMUSG00000046658
Q08EB5	ENSMUSG00000033392
Q9D7J6	ENSMUSG00000019088
D3YU74	ENSMUSG00000001436
Q3UT17	ENSMUSG00000073197
O35344	ENSMUSG00000021929
Q99N19	ENSMUSG00000024055
D3YW40	ENSMUSG00000024847
Q8VCH7	ENSMUSG00000025921
Q9D2J7	ENSMUSG00000074771
Q3TUQ5	ENSMUSG00000020994
D3YUN6	ENSMUSG00000079592
Q61466	ENSMUSG00000023018
D3YYE1	ENSMUSG00000032249
D3Z0V4	ENSMUSG00000022272
E9PW06	ENSMUSG00000026442
A2A6J0	ENSMUSG00000061723
D6RIP2	ENSMUSG00000040479
P02762	ENSMUSG00000078673
P02762	ENSMUSG00000078675
P02762	ENSMUSG00000078686
P02762	ENSMUSG00000106882
P02762	ENSMUSG00000107188
E0CYU5	ENSMUSG00000042032
D6RGB5	ENSMUSG00000027714
Q8BJU2	ENSMUSG00000030352
Q8C8N2	ENSMUSG00000035236
D3YV60	ENSMUSG00000030177
Q99KP6	ENSMUSG00000024735
Q9JJV3	ENSMUSG00000050777
E0CYW9	ENSMUSG00000036395
D3Z620	ENSMUSG00000059602
E9PV60	ENSMUSG00000051506
O70481	ENSMUSG00000027272
F8WI31	ENSMUSG00000027998
E9PUV1	ENSMUSG00000041696
Q3U1D0	ENSMUSG00000053091
Q6Y7W8	ENSMUSG00000048000
D3Z0M5	ENSMUSG00000000884
Q9Z321	ENSMUSG00000022779
P15535	ENSMUSG00000028413
Q5SWK8	ENSMUSG00000057098
F8VQ28	ENSMUSG00000029528
D3Z142	ENSMUSG00000029563
Q6NS52	ENSMUSG00000036095
P00329	ENSMUSG00000074207
D3YXP6	ENSMUSG00000027952
Q8R2Q8	ENSMUSG00000046718
Q8R3K3	ENSMUSG00000021650
Q9WU01	ENSMUSG00000026058
E9PVU2	ENSMUSG00000056617
D3YVH1	ENSMUSG00000062609
F2Z3Z6	ENSMUSG00000020389
Q63739	ENSMUSG00000117310
Q63739	ENSMUSG00000026064
B8JJH3	ENSMUSG00000040752
B1AV60	ENSMUSG00000059493
B1AXT5	ENSMUSG00000046550
G3X8S8	ENSMUSG00000014980
E9Q9U5	ENSMUSG00000040612
P60229	ENSMUSG00000022336
D3Z6P0	ENSMUSG00000024184
Q8BTR5	ENSMUSG00000047067
F8VQ32	ENSMUSG00000018862
E9PY14	ENSMUSG00000026605
Q922C1	ENSMUSG00000052794
G3X8Z3	ENSMUSG00000064280
A2A6M5	ENSMUSG00000006056
Q6PAJ0	ENSMUSG00000059834
Q6PB70	ENSMUSG00000034863
E9PZ17	ENSMUSG00000019944
Q9QYY8	ENSMUSG00000024068
O08739	ENSMUSG00000005686
D3Z331	ENSMUSG00000019763
Q6GQU0	ENSMUSG00000043391
B5B2U1	ENSMUSG00000031902
Q3U429	ENSMUSG00000030798
Q543M9	ENSMUSG00000042854
F6TKE8	ENSMUSG00000026344
A2AIL4	ENSMUSG00000050323
A2ADB1	ENSMUSG00000040761
Q3UQN2	ENSMUSG00000041685
P63084	ENSMUSG00000001023
Q8VBU5	ENSMUSG00000028525
Q3UED7	ENSMUSG00000073555
Q8CII8	ENSMUSG00000019737
A2BDX8	ENSMUSG00000073792
Q76I79	ENSMUSG00000042121
Q8VED5	ENSMUSG00000061397
D3Z100	ENSMUSG00000030590
E9PYU5	ENSMUSG00000089865
O70469	ENSMUSG00000022102
Q0VDP7	ENSMUSG00000052372
D3Z690	ENSMUSG00000055862
Q8R5M8	ENSMUSG00000032076
Q9CZY2	ENSMUSG00000051579
B7ZNP0	ENSMUSG00000043019
P62897	ENSMUSG00000058927
P62897	ENSMUSG00000063694
D3YXM6	ENSMUSG00000071074
Q3UFB2	ENSMUSG00000074182
D3YV96	ENSMUSG00000029344
E9PVG4	ENSMUSG00000025774
Q8BGT5	ENSMUSG00000031700
P48772	ENSMUSG00000025488
Q8VEH2	ENSMUSG00000039205
D3Z3U0	ENSMUSG00000029804
P00184	ENSMUSG00000032315
O54926	ENSMUSG00000064326
Q5ND56	ENSMUSG00000069808
G3UXZ0	ENSMUSG00000055027
O54946	ENSMUSG00000029131
E9Q4Y9	ENSMUSG00000024283
Q9JKD8	ENSMUSG00000001444
Q8BGT8	ENSMUSG00000037747
O54907	ENSMUSG00000097328
P33610	ENSMUSG00000026134
F7CAT1	ENSMUSG00000030357
D3Z6J7	ENSMUSG00000049493
E9PVD1	ENSMUSG00000061882
P70351	ENSMUSG00000006920
A2CF83	ENSMUSG00000020831
Q9JIF7	ENSMUSG00000030754
Q8K358	ENSMUSG00000038383
Q8CD26	ENSMUSG00000019731
E9QMN1	ENSMUSG00000030838
A2AWQ2	ENSMUSG00000040945
Q8VCI5	ENSMUSG00000003464
O35309	ENSMUSG00000026946
B5B2R5	ENSMUSG00000027544
Q7TSY6	ENSMUSG00000024268
Q99KI3	ENSMUSG00000030286
D3YZT1	ENSMUSG00000085601
Q8R1B0	ENSMUSG00000017400
Q3V1D7	ENSMUSG00000050108
E9QN69	ENSMUSG00000034501
F2Z419	ENSMUSG00000052776
F8VQ93	ENSMUSG00000032253
B1B0C7	ENSMUSG00000028763
D3Z569	ENSMUSG00000025724
P50428	ENSMUSG00000022620
Q11136	ENSMUSG00000063931
Q7TSG1	ENSMUSG00000048799
D3Z3C1	ENSMUSG00000032463
Q69ZT1	ENSMUSG00000033458
P97401	ENSMUSG00000027004
P18762	ENSMUSG00000045730
E0CZ22	ENSMUSG00000022558
E9PYI0	ENSMUSG00000023918
P47867	ENSMUSG00000032181
Q9CZ16	ENSMUSG00000024245
Q7TPN9	ENSMUSG00000030822
Q3UEB4	ENSMUSG00000041939
Q99PG8	ENSMUSG00000025602
E9Q5P3	ENSMUSG00000004994
Q6ZPI9	ENSMUSG00000071226
A8Y5M9	ENSMUSG00000028689
Q8VIH7	ENSMUSG00000041134
A2AW13	ENSMUSG00000090100
D3YXE9	ENSMUSG00000061877
A2ADB0	ENSMUSG00000040761
Q6NXI8	ENSMUSG00000044365
D3Z1J6	ENSMUSG00000028973
A2A8D4	ENSMUSG00000039759
P99026	ENSMUSG00000005779
Q3TAY5	ENSMUSG00000032998
D6RIP1	ENSMUSG00000039176
E9PUD2	ENSMUSG00000022789
D6RFN6	ENSMUSG00000029863
E9Q3Y4	ENSMUSG00000028080
Q9JJC9	ENSMUSG00000008429
Q9D7U6	ENSMUSG00000038064
Q9EPR2	ENSMUSG00000027999
Q3V406	ENSMUSG00000025204
Q61475	ENSMUSG00000026399
Q80TR8	ENSMUSG00000040325
Q4JK59	ENSMUSG00000040943
Q8CDK3	ENSMUSG00000046192
P47937	ENSMUSG00000028172
P48346	ENSMUSG00000031712
G5E8I2	ENSMUSG00000050150
E9Q2M6	ENSMUSG00000079033
P56818	ENSMUSG00000032086
E9Q166	ENSMUSG00000052812
D3YYZ0	ENSMUSG00000070419
Q3U6K5	ENSMUSG00000034401
Q9CVV2	ENSMUSG00000055762
E9PWU7	ENSMUSG00000031788
A1IGU4	ENSMUSG00000045094
Q99LJ7	ENSMUSG00000022106
Q9QX97	ENSMUSG00000024028
Q9JL95	ENSMUSG00000027072
A6H690	ENSMUSG00000038199
G3X9P9	ENSMUSG00000057116
E9PW79	ENSMUSG00000003534
A2BDX2	ENSMUSG00000078919
Q9R0R4	ENSMUSG00000037010
Q8BII3	ENSMUSG00000079038
E9QAP5	ENSMUSG00000007080
Q91W61	ENSMUSG00000025226
Q9JMH7	ENSMUSG00000035239
Q8BXT1	ENSMUSG00000042671
Q80VH0	ENSMUSG00000037922
G3UWW6	ENSMUSG00000018727
Q8BKE5	ENSMUSG00000094595
E0CYQ8	ENSMUSG00000029823
G3X928	ENSMUSG00000055319
Q9DC50	ENSMUSG00000003623
B1AZP2	ENSMUSG00000061689
Q80YU0	ENSMUSG00000055882
Q8BJU0	ENSMUSG00000004937
Q8BQ46	ENSMUSG00000020680
E9Q7E1	ENSMUSG00000025983
D6RIK7	ENSMUSG00000027715
Q5DT36	ENSMUSG00000043932
D3Z197	ENSMUSG00000054823
Q9D075	ENSMUSG00000035601
Q9DBN1	ENSMUSG00000028327
Q3TML0	ENSMUSG00000020571
G3UZM5	ENSMUSG00000040147
Q9QZM3	ENSMUSG00000040663
Q9QZM3	ENSMUSG00000097629
Q8CI33	ENSMUSG00000025200
Q920D7	ENSMUSG00000064057
Q9ER58	ENSMUSG00000058297
Q3V160	ENSMUSG00000051586
D3YUA2	ENSMUSG00000032327
A2AAN0	ENSMUSG00000020792
Q499D0	ENSMUSG00000033713
E9Q905	ENSMUSG00000034101
Q04857	ENSMUSG00000001119
G5E8W6	ENSMUSG00000028057
Q3TUF7	ENSMUSG00000041215
Q9CPQ0	ENSMUSG00000021342
Q9D3A9	ENSMUSG00000030428
Q9D123	ENSMUSG00000060538
A2AUK7	ENSMUSG00000027624
A2ADR8	ENSMUSG00000028882
O70251	ENSMUSG00000025967
Q3TIU4	ENSMUSG00000043702
Q3TIU4	ENSMUSG00000116251
G5E8D8	ENSMUSG00000038342
Q9D997	ENSMUSG00000034744
D6RHL8	ENSMUSG00000022960
Q4QQM5	ENSMUSG00000054942
D3Z5H9	ENSMUSG00000012609
Q8VCR8	ENSMUSG00000027470
D3Z2R5	ENSMUSG00000050989
Q497L8	ENSMUSG00000019834
P18828	ENSMUSG00000020592
E9Q448	ENSMUSG00000032366
B1AQY9	ENSMUSG00000018398
O70577	ENSMUSG00000040966
D3YYF1	ENSMUSG00000069170
P59178	ENSMUSG00000022394
Q5XKN4	ENSMUSG00000051256
D3Z3X4	ENSMUSG00000028165
Q8C0R0	ENSMUSG00000033364
P10711	ENSMUSG00000033813
A2AC05	ENSMUSG00000025142
D3YZG5	ENSMUSG00000033685
D6RG84	ENSMUSG00000029458
Q8CH20	ENSMUSG00000023257
Q3UY21	ENSMUSG00000076439
Q9CZ83	ENSMUSG00000036860
P97371	ENSMUSG00000022216
Q91VH2	ENSMUSG00000002365
O88554	ENSMUSG00000036023
Q3YAA5	ENSMUSG00000029088
Q8BTW3	ENSMUSG00000109941
B2RXM4	ENSMUSG00000040113
F8VPN7	ENSMUSG00000025558
Q8BHX3	ENSMUSG00000028873
A2AS00	ENSMUSG00000047841
D3Z263	ENSMUSG00000000339
F6X2K7	ENSMUSG00000020564
D3YV30	ENSMUSG00000044221
Q9CYQ7	ENSMUSG00000000056
G3UXX1	ENSMUSG00000021959
Q9QXJ2	ENSMUSG00000040033
Q5NBU8	ENSMUSG00000040483
Q3U7U4	ENSMUSG00000074342
Q6GQT0	ENSMUSG00000033502
Q562D6	ENSMUSG00000028331
Q6P6J4	ENSMUSG00000044339
Q8BQP8	ENSMUSG00000017639
B2RUP2	ENSMUSG00000057948
E9QAE4	ENSMUSG00000021488
G3X9A4	ENSMUSG00000001672
Q5SUV9	ENSMUSG00000020182
Q99NH0	ENSMUSG00000055204
Q91Z53	ENSMUSG00000035637
P52912	ENSMUSG00000071337
Q61282	ENSMUSG00000030607
D6RCW4	ENSMUSG00000031570
F7CN67	ENSMUSG00000025583
P58064	ENSMUSG00000039680
Q5SQB5	ENSMUSG00000057113
Q5SUE1	ENSMUSG00000045031
Q8K1N1	ENSMUSG00000036257
Q7TSU7	ENSMUSG00000036915
E9PX64	ENSMUSG00000026494
Q3SXK0	ENSMUSG00000041523
Q9D3J3	ENSMUSG00000003190
A2AJI6	ENSMUSG00000043962
D3YYL1	ENSMUSG00000029681
D3Z3U2	ENSMUSG00000051855
D6RDD0	ENSMUSG00000058392
Q5FW59	ENSMUSG00000041616
Q9D554	ENSMUSG00000028902
O19442	ENSMUSG00000067201
B1AS43	ENSMUSG00000028621
Q3UGN9	ENSMUSG00000026718
E0CY34	ENSMUSG00000033769
D3YY07	ENSMUSG00000030471
D3Z1L4	ENSMUSG00000050471
A2ALV1	ENSMUSG00000028488
Q60996	ENSMUSG00000017843
Q8VE80	ENSMUSG00000025872
O55038	ENSMUSG00000023078
P97372	ENSMUSG00000078153
P97372	ENSMUSG00000079197
P97372	ENSMUSG00000116285
Q9WVK4	ENSMUSG00000024772
Q9WVK4	ENSMUSG00000107039
E9PYU1	ENSMUSG00000039637
Q8CF60	ENSMUSG00000022529
Q3TTY5	ENSMUSG00000064201
Q9JLR9	ENSMUSG00000038412
A2ATS4	ENSMUSG00000027075
D3Z4C7	ENSMUSG00000031901
Q9JLG8	ENSMUSG00000037326
A2AT65	ENSMUSG00000051747
D3Z1Q2	ENSMUSG00000042761
Q8VCH4	ENSMUSG00000110206
Q9ESG6	ENSMUSG00000036381
Q9D6K8	ENSMUSG00000031198
A2AW66	ENSMUSG00000078864
Q3UW97	ENSMUSG00000025355
Q9CQ22	ENSMUSG00000030842
E9Q0A4	ENSMUSG00000041642
Q6PCX8	ENSMUSG00000022526
G5E8T1	ENSMUSG00000046295
E9Q559	ENSMUSG00000020788
G3XA23	ENSMUSG00000040340
Q04999	ENSMUSG00000037035
Q8BG32	ENSMUSG00000017428
F6Q8A4	ENSMUSG00000003644
Q195J4	ENSMUSG00000030510
E9QPU1	ENSMUSG00000001930
D3Z2A5	ENSMUSG00000062908
A2APS5	ENSMUSG00000028603
Q8CHY6	ENSMUSG00000036180
B8JJX8	ENSMUSG00000048280
P86044	ENSMUSG00000054662
A2AB70	ENSMUSG00000034255
E9QAQ2	ENSMUSG00000032327
Q5HZG9	ENSMUSG00000044519
P17182	ENSMUSG00000059040
P17182	ENSMUSG00000063524
P98197	ENSMUSG00000031441
D6RCX8	ENSMUSG00000056486
E9PUV2	ENSMUSG00000059498
Q9DBT9	ENSMUSG00000042102
D3YWG4	ENSMUSG00000001166
Q9D494	ENSMUSG00000027229
Q99LF4	ENSMUSG00000001783
D3Z7A9	ENSMUSG00000070873
P40223	ENSMUSG00000028859
P14152	ENSMUSG00000020321
Q65Z95	ENSMUSG00000018427
B1ATI9	ENSMUSG00000033066
Q6T264	ENSMUSG00000050567
P59384	ENSMUSG00000033453
Q9Z0J0	ENSMUSG00000021242
O88273	ENSMUSG00000050069
E9Q9E7	ENSMUSG00000057110
Q99N15	ENSMUSG00000025260
D3Z550	ENSMUSG00000035203
Q9CZA6	ENSMUSG00000022678
Q8BPK2	ENSMUSG00000074682
Q7TS58	ENSMUSG00000030147
Q8BHV4	ENSMUSG00000048621
Q91WU6	ENSMUSG00000031823
B9EJX5	ENSMUSG00000037343
Q8VC68	ENSMUSG00000069601
Q9JHX3	ENSMUSG00000030745
Q8K0J2	ENSMUSG00000079445
Q08857	ENSMUSG00000002944
Q8BG98	ENSMUSG00000062944
F8VPM0	ENSMUSG00000040054
B1AS46	ENSMUSG00000028977
Q7TSJ6	ENSMUSG00000021959
Q6SJQ7	ENSMUSG00000047798
Q9JIA9	ENSMUSG00000055679
Q3TYF1	ENSMUSG00000025402
P70302	ENSMUSG00000030987
P60060	ENSMUSG00000078974
D6RJL0	ENSMUSG00000068457
Q61550	ENSMUSG00000022314
Q05CX4	ENSMUSG00000026708
O55026	ENSMUSG00000015085
Q9Z0H0	ENSMUSG00000029283
Q8JZR0	ENSMUSG00000024981
Q9WU39	ENSMUSG00000000216
F8VQL6	ENSMUSG00000021514
O55188	ENSMUSG00000029307
P61087	ENSMUSG00000029203
O35719	ENSMUSG00000059060
B2ZRS5	ENSMUSG00000022419
A8R0T9	ENSMUSG00000090897
A8R0T9	ENSMUSG00000117190
O35449	ENSMUSG00000015476
P33242	ENSMUSG00000026751
Q80YR5	ENSMUSG00000042625
D3YYJ4	ENSMUSG00000014418
B1AXE9	ENSMUSG00000041688
E9Q6E8	ENSMUSG00000061143
Q9DBS8	ENSMUSG00000021671
Q99NH8	ENSMUSG00000023992
Q99NH8	ENSMUSG00000116470
E9Q5T0	ENSMUSG00000025159
E0CY81	ENSMUSG00000024695
E9Q711	ENSMUSG00000001802
Q9QXC1	ENSMUSG00000022871
P58871	ENSMUSG00000033955
F6T066	ENSMUSG00000074491
P43274	ENSMUSG00000051627
Q6P9K8	ENSMUSG00000033597
D3Z3Z5	ENSMUSG00000039652
G3UW57	ENSMUSG00000040022
Q99N87	ENSMUSG00000027374
E0CYM1	ENSMUSG00000043336
Q8BGV8	ENSMUSG00000022412
O54774	ENSMUSG00000020198
A5AA27	ENSMUSG00000048402
A2A6Q5	ENSMUSG00000020687
P19973	ENSMUSG00000018819
D3YU60	ENSMUSG00000008540
F8WJ31	ENSMUSG00000022228
E9PXD7	ENSMUSG00000007656
Q3TF45	ENSMUSG00000004319
Q8BH61	ENSMUSG00000039109
P05214	ENSMUSG00000067338
P05214	ENSMUSG00000067702
Q8C263	ENSMUSG00000021965
Q8R3I2	ENSMUSG00000020646
Q3UG61	ENSMUSG00000070547
Q60902	ENSMUSG00000006276
Q80YX1	ENSMUSG00000028364
B1AZK1	ENSMUSG00000052298
P43028	ENSMUSG00000051279
Q8BW10	ENSMUSG00000003848
Q99MI1	ENSMUSG00000030172
Q8BQH4	ENSMUSG00000050628
Q9CZM2	ENSMUSG00000012405
Q3UYI5	ENSMUSG00000040146
D5G1T0	ENSMUSG00000047034
A2A5D6	ENSMUSG00000017747
B0QZF8	ENSMUSG00000033909
F2Z3U4	ENSMUSG00000016995
P97314	ENSMUSG00000020186
Q62273	ENSMUSG00000034320
Q9DCL9	ENSMUSG00000029247
Q8BFY9	ENSMUSG00000009470
G3X960	ENSMUSG00000032714
D6RHQ3	ENSMUSG00000023191
Q8CAF4	ENSMUSG00000039835
Q60837	ENSMUSG00000000791
Q60837	ENSMUSG00000111872
Q9R020	ENSMUSG00000028180
D3YZE3	ENSMUSG00000029718
D3YUX0	ENSMUSG00000039428
P22437	ENSMUSG00000047250
Q00609	ENSMUSG00000075122
F8VQB8	ENSMUSG00000089837
O35450	ENSMUSG00000033739
E9Q3M3	ENSMUSG00000031865
Q3TEG7	ENSMUSG00000022159
P23953	ENSMUSG00000057400
Q91XD2	ENSMUSG00000024395
Q80XK6	ENSMUSG00000041341
Q99PJ2	ENSMUSG00000025034
Q63ZW6	ENSMUSG00000031274
Q9CQN6	ENSMUSG00000021361
E9Q569	ENSMUSG00000062519
D3Z4S6	ENSMUSG00000024736
Q61039	ENSMUSG00000038193
Q14BP6	ENSMUSG00000022759
E9Q4V1	ENSMUSG00000032028
E9QAJ7	ENSMUSG00000030199
D3Z705	ENSMUSG00000049723
Q91VD6	ENSMUSG00000050756
B1AUM2	ENSMUSG00000050332
E9Q6T9	ENSMUSG00000036225
Q8R3R8	ENSMUSG00000030161
Q3UHU5	ENSMUSG00000052105
Q91WE9	ENSMUSG00000054863
D3Z369	ENSMUSG00000026019
A2AJ76	ENSMUSG00000055632
Q80ZU7	ENSMUSG00000068008
B1AR42	ENSMUSG00000018570
Q9WU56	ENSMUSG00000029507
O88662	ENSMUSG00000022505
Q8CCI5	ENSMUSG00000072872
D3YU10	ENSMUSG00000031603
P70397	ENSMUSG00000029754
E9QQ18	ENSMUSG00000006014
Q8BP48	ENSMUSG00000005813
P18165	ENSMUSG00000043165
P24063	ENSMUSG00000030830
A2AK70	ENSMUSG00000009566
P97360	ENSMUSG00000030199
Q1ERP8	ENSMUSG00000017309
C7IVS7	ENSMUSG00000057914
Q9QUP4	ENSMUSG00000031952
Q78FW7	ENSMUSG00000047473
Q7TN16	ENSMUSG00000064325
Q8BMA6	ENSMUSG00000020780
P27046	ENSMUSG00000024085
E9PUR2	ENSMUSG00000000631
Q8K1K3	ENSMUSG00000007589
Q9D773	ENSMUSG00000002767
Q8C1Q8	ENSMUSG00000049719
Q8BLG2	ENSMUSG00000049929
Q8VCG9	ENSMUSG00000036615
P47199	ENSMUSG00000028199
D3YUR6	ENSMUSG00000026188
Q8CDU5	ENSMUSG00000023931
Q9CZD3	ENSMUSG00000029777
E9PZI6	ENSMUSG00000019794
P86546	ENSMUSG00000074483
P43883	ENSMUSG00000028494
A2BHP2	ENSMUSG00000032698
D3Z4U2	ENSMUSG00000040464
Q4G5Y1	ENSMUSG00000020978
Q8K2D0	ENSMUSG00000042595
D6RFU3	ENSMUSG00000020718
P21995	ENSMUSG00000021728
F7C528	ENSMUSG00000018474
E9Q5N4	ENSMUSG00000025927
A3KMM1	ENSMUSG00000045589
P61600	ENSMUSG00000002728
D6RHT5	ENSMUSG00000005481
G5E8E5	ENSMUSG00000031637
G3UW37	ENSMUSG00000030688
A2A7F9	ENSMUSG00000029009
D3Z2N1	ENSMUSG00000037904
Q8BTH8	ENSMUSG00000032384
E9QKX7	ENSMUSG00000021055
Q3UGY8	ENSMUSG00000019852
P99024	ENSMUSG00000001525
A2AG22	ENSMUSG00000023443
Q8BZH4	ENSMUSG00000038902
Q9JMB7	ENSMUSG00000029423
Q9CQR4	ENSMUSG00000006717
P63030	ENSMUSG00000023861
Q64326	ENSMUSG00000045569
Q5RJ53	ENSMUSG00000021327
Q8CAZ8	ENSMUSG00000048766
Q3UT69	ENSMUSG00000027361
D3Z3C9	ENSMUSG00000025089
Q5F204	ENSMUSG00000025963
Q61010	ENSMUSG00000029603
A3KGA8	ENSMUSG00000031201
O55098	ENSMUSG00000020272
Q9D411	ENSMUSG00000007591
Q8C110	ENSMUSG00000045871
D3Z1U8	ENSMUSG00000025871
Q61730	ENSMUSG00000022514
P02463	ENSMUSG00000031502
Q99LV7	ENSMUSG00000023791
Q9QXZ9	ENSMUSG00000021799
E9PWS4	ENSMUSG00000054753
Q8CHJ2	ENSMUSG00000045091
Q9D8W7	ENSMUSG00000029153
Q3U1T9	ENSMUSG00000056268
E9QPI2	ENSMUSG00000029206
G5E823	ENSMUSG00000019143
Q4VBG2	ENSMUSG00000045095
E0CY11	ENSMUSG00000024109
Q9CWP4	ENSMUSG00000044678
Q8BJ78	ENSMUSG00000066613
Q8C5Y2	ENSMUSG00000056509
P11031	ENSMUSG00000022205
G3UYF5	ENSMUSG00000029001
P30412	ENSMUSG00000024538
Q8CIN6	ENSMUSG00000028137
Q6P1H1	ENSMUSG00000034445
O55143	ENSMUSG00000029467
G3X9F2	ENSMUSG00000068457
E9Q6G4	ENSMUSG00000035722
Q811G0	ENSMUSG00000035919
Q8K4C2	ENSMUSG00000030281
Q8VCD6	ENSMUSG00000038555
Q9R097	ENSMUSG00000027315
Q07797	ENSMUSG00000033880
Q9D2U0	ENSMUSG00000074359
Q8BH05	ENSMUSG00000039238
P35175	ENSMUSG00000071562
Q8CC29	ENSMUSG00000037363
D6RG46	ENSMUSG00000026110
Q3TSQ6	ENSMUSG00000019478
A2ALK9	ENSMUSG00000038764
E9PVJ9	ENSMUSG00000021541
D3Z4A3	ENSMUSG00000046897
Q8VCL4	ENSMUSG00000042197
A2AQ19	ENSMUSG00000027304
D3YU01	ENSMUSG00000040268
Q9ES70	ENSMUSG00000026749
D3Z6N0	ENSMUSG00000049008
Q9DCD2	ENSMUSG00000019470
P11276	ENSMUSG00000026193
P35285	ENSMUSG00000027519
Q3UHX9	ENSMUSG00000039660
Q8C4G9	ENSMUSG00000025475
G3UZ17	ENSMUSG00000040856
D6RI82	ENSMUSG00000033416
D3Z4K7	ENSMUSG00000038429
E0CYC9	ENSMUSG00000089862
Q9Z2L6	ENSMUSG00000024896
F6Z6Z2	ENSMUSG00000086815
O35696	ENSMUSG00000025789
O08705	ENSMUSG00000021135
P97473	ENSMUSG00000023051
D3Z6A9	ENSMUSG00000007617
F7AYT3	ENSMUSG00000032411
Q8C0S1	ENSMUSG00000032396
Q3V2H3	ENSMUSG00000046032
Q64705	ENSMUSG00000058239
Q8R3W2	ENSMUSG00000007777
D3Z0K7	ENSMUSG00000038013
Q91XX6	ENSMUSG00000103585
Q9D7I5	ENSMUSG00000030946
D6RJ22	ENSMUSG00000041476
P16951	ENSMUSG00000027104
D3YTM5	ENSMUSG00000025855
B2RQN4	ENSMUSG00000022902
B0R017	ENSMUSG00000026831
Q8C833	ENSMUSG00000026072
